PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,IM,GM
0.48077897768665884,-1.274420574945193,-0.0015379261861446503,-0.03216448666421062,1.8550533476815811,0.9945773760946522,-0.40244075451256395,0.6862937543747485,0.272940180218117,-0.97,Bajo
1.0529846881245066,-0.3473894043383352,-0.3750079421192166,-0.7259895480838924,2.9920678513741636,1.1463396871177747,-1.0559843133941875,0.5499996024159896,-0.09558772158976392,-1.27,Muy bajo
0.7102998216856861,-0.2105975136328998,-0.24710246774430833,0.20210044626867507,1.8780829276176114,1.0603706107722923,-0.5482441980571109,0.15822158106715284,-0.14990951739385505,-0.8,Bajo
-1.2583645983881517,0.855954125339006,0.5009941459631821,0.05527693909731435,-1.1008783601192391,0.0815961301768714,0.5178696569571806,0.06468542947318379,-0.9367554311266652,0.7,Alto
0.6982534337818876,-1.010863754826533,-0.18783201791481346,-0.2135532375233094,2.7252269218269385,0.8368095841867451,-0.5807763391352415,0.8158810098116458,-0.030158008197216202,-1.2,Muy bajo
0.31029488913637787,-1.091070590872197,0.5199384386394794,-0.14711534041220353,1.5151165926708707,0.18837151939179067,-0.01620700290748678,0.22608910050894682,-0.15140604704255906,-0.69,Bajo
-1.6307623758210295,2.1753221454937437,0.6313668151375231,0.03421307271844909,-4.546632375351925,-2.105742459418071,0.8489724025935298,-2.258346314138259,-0.49284732564781514,2.25,Muy alto
0.7736861788482092,-0.3364353013521754,-0.5470341517511794,-0.19182222387391268,1.731082352065123,1.3522532896260815,-0.02295150743738722,0.06467882051166712,-0.34663509527248126,-0.78,Bajo
1.018966258675507,-1.6364216290049654,-0.43266967717199545,-0.012938489860238322,3.2293073742801144,0.6162558566621552,-0.262418749912594,1.6173109615592154,-0.5942956268831189,-1.53,Muy bajo
0.4259057784018898,-0.1703087370763962,0.14729866095626995,0.640544216188616,0.2699930253984847,1.142570803768585,0.02495603516298983,-0.2860777078859863,0.0952084516030155,-0.11,Medio
-0.42521269811515083,-0.5004750073902532,0.32163535790480924,-0.6655174235449556,-0.11523674214250249,0.00721652674095493,-0.3081728523651003,-0.23878935989055874,0.5952408242626037,0.08,Alto
-0.4306716612472157,2.406029421449181,-0.8109250771778331,-0.18409630178630604,-3.965418936725424,-2.691968767828486,0.7792293161136628,-1.9177973665241643,-0.014520390810970008,2.12,Muy alto
-0.4353158788077435,0.32365991032562585,-0.5182662112802097,0.48628821457690624,-2.3431852620768128,-0.5283064573393159,0.23160108655300599,-0.6381571875538568,0.4010314394835603,0.88,Muy alto
0.6570262047911591,-0.8488159345405877,0.3140152787934777,-0.5130669123291884,1.5813625434719607,0.7489672668375521,-0.5371484203277863,0.46743404442283054,-0.2149965076109079,-0.76,Bajo
-0.22108665199892785,-0.5535452374388216,0.17974044458034322,0.11227744462601708,1.5201509337153019,0.06953019742630805,-0.30809230548149447,1.1970898727990853,-0.2590198613904296,-0.6,Bajo
-0.1424248332222428,-0.3422728546707624,0.7025483217327082,-0.3704235179362705,-1.1941296174616443,-0.37463548492769116,-0.03880565476216616,-0.8051584275344654,0.2102026324146832,0.45,Alto
0.24093928983790522,-0.8333342050782979,0.2778679872543337,0.0518963652020918,0.7131516143045488,-0.5553981560074963,-0.1312964344688784,0.4897689270589373,-0.08692488444945276,-0.36,Medio
0.12573717247635613,-0.33013367856303294,0.11880087111035276,0.23234694973305728,-0.539360639969992,0.24444112515893532,0.05385968710391262,-0.03888981620474548,0.41042227005294335,0.06,Alto
0.9013050538425811,-0.8742448159636053,-0.35331728324821127,-0.44331458533859136,3.205239504459044,0.8657184895489405,-0.8139441082908379,0.9767951884277075,-0.16438167727750175,-1.39,Muy bajo
-0.7690122501461073,2.2650541420081174,-0.24873201147731105,0.2900677856190913,-4.464420739276283,-2.0958680171864508,0.8518847751305985,-2.339636036602434,-0.1610168301755343,2.08,Muy alto
-0.4655994899861565,0.5361385620684831,0.0931630654359592,-0.014852910190151003,-1.6833454624171096,-1.6268074302092228,0.3540891041348409,-0.29160963464444356,0.29216099654635685,0.72,Alto
-0.064905862943805,-0.15328476536291247,-0.8284686491090784,0.07204500664045099,0.30612061791672185,0.4905607227610961,-0.3556666715727616,-0.32740626031109965,0.6188231445260415,-0.11,Medio
-0.7863400890666215,0.33898734622301363,0.058786872650271355,-0.2160273895716175,1.4778108238187044,0.016079923603885632,-0.13975842933505755,0.34432827524039084,0.024997376656790637,-0.36,Medio
0.32497366127739985,1.1168918065097972,0.16688051994283204,0.4553151263672006,-1.561425937379759,0.7426120796827769,0.10885830043918288,-1.0688452537325324,-1.3497811903068566,0.72,Alto
-0.13750122617061167,-0.14369775637049248,0.35165035943158257,0.17377317446298463,0.2807978156532772,0.03476482252341688,-0.25248019922103326,0.038033559567955025,0.5767773284286355,-0.1,Medio
0.40075841001330054,-0.40538171985634947,0.15064739584722453,0.2471087304710623,1.9437657950167193,0.46772543559570867,-0.2082113401166158,0.26412711841302,-0.024939235421056694,-0.76,Bajo
