PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,GM
1.9341630024343466,0.056270409799663385,-0.12793679627868498,-0.6643245615399588,1.3033098910775363,0.007053519593919401,0.0909391458122199,-0.8239176643806584,0.5164592217292354,Bajo
1.373854910606806,2.9991038375585584,-0.11360738086680344,-1.8821842999035734,1.1939842340908606,-0.15970036993947453,0.4460968654532086,-1.1287461698691073,0.4547933752169879,Muy bajo
1.3660248307811589,1.2547549080009506,0.004380695599788764,-1.3023151124814902,1.2124684988540404,0.5741285941679566,0.2837288662037244,-0.7204074582472655,0.2852959439347492,Bajo
-0.5890013427754623,-0.4623474621125755,0.5110738966433321,0.497483546266821,-0.6844378181219897,-0.5360737014777816,-0.44529811320131385,0.666835955089828,-0.18986899719257205,Alto
1.8974824201893248,0.4825222071495727,0.30309320048305943,-1.1959608086630868,1.2780262269153835,-0.08555794725907002,0.4115641905992472,-0.8943011790557069,0.7838167079949618,Bajo
1.7291869020449426,0.8863438143400828,-0.7996714989195423,-1.2315659239748584,0.3052239278176723,-0.10734382986401306,0.17917298675127538,0.1913158656202796,0.073618043841503,Bajo
-4.0052537238920625,-2.141125908597583,0.257125270502669,1.9820390884140413,-3.0722917198015125,0.6589623517930967,-1.7560737137541076,1.7656533158105665,-1.2459606125491443,Muy alto
1.1619921685931076,1.4449274422497802,-0.07386479406732804,-0.8111841014184854,0.9131522511135273,0.49021913795703775,0.18686663808447213,-1.1314298720524698,0.4800515664752176,Bajo
2.755533857982195,0.7054663923808048,0.7534132907789763,-2.4901633221472284,1.947161689068389,-0.3671015150286484,0.7175030138264011,-1.5410617338089734,1.081090323601023,Muy bajo
-0.0006254366239043727,-0.36953828130853333,-0.06358494100263745,0.8331009024017384,0.5075160677038129,0.8694126276688933,0.5136255269252543,-0.2967500715839451,0.5738486988618762,Alto
0.04490711533653547,-0.30273038039726075,-0.6766702812320287,0.7350396191904732,-0.6146139782239879,-0.3364102868350353,-0.25049962689797883,-0.31675713948473627,-0.0170977679731772,Alto
-3.548182385672103,-1.17383031060983,-0.3658046523500534,1.133790168000251,-2.611434062272785,-0.27642360628909557,-0.006688081696802864,1.433387148268058,-0.5641447533963939,Muy alto
-2.194662939699266,-1.3931845549298043,0.07949579979437094,1.5084105255249403,-1.1560716639299338,0.4248798893820798,-0.1375619273751406,0.13509626819706286,-0.5897006820969636,Muy alto
1.1252713836305726,0.9173606143414703,-0.41290977276761087,-0.927278844420134,0.929169357320466,-0.12191551481170271,-0.11160165812156211,-0.6380923740157524,0.6837938739703255,Bajo
1.2899193535235605,0.089049622511376,0.6131875430763569,-0.8234174889124068,0.48177237078254154,-0.5549382055292382,0.5989145306605413,-0.34419516793277766,0.16393503343171112,Bajo
-0.5638527168559242,-0.20245844825233414,-1.0294599202999892,0.3250414952589104,-0.44765076045563634,-0.017990294030406202,-0.4774399351311017,0.47055130412109597,-0.15826292960664096,Alto
1.0096051710373672,-0.11713819276573462,-0.4712974372092824,-0.8820017455703263,0.23933459838173776,-0.43106793628126544,0.5983265075250559,-0.013834278811732416,0.32688571548977696,Bajo
0.4692620705337304,0.48127711259799794,-1.005982022930305,0.20418751705217336,0.30577876823263717,-0.06511298346338916,0.24045871486471315,0.394946879125658,-0.5150643988169487,Medio
2.278289978418557,0.8221668044343774,0.4421753145194759,-1.8782868393941208,1.6413296008027518,-0.20666718260879827,0.4614824194457514,-1.1194046290241229,0.8407111076353819,Muy bajo
-3.8127883255388215,-2.264171940899958,-0.2887758198368202,1.6627349597374113,-2.145448065058658,0.1838057873947394,-0.7083642644881876,1.8440977318649663,-0.7433753669799219,Muy alto
-1.3865517399370222,-1.2723050959020545,0.16496955084629028,0.7806037876869374,-0.979751482470004,-0.3127770009301357,-0.1169565464376015,0.5481296455520891,-0.17811103287413205,Muy alto
-0.3186270517625616,-0.10784493269608453,-0.5437472238889641,0.6512448952775781,-0.3908284804259887,0.2446533796191603,0.29842676835275084,-0.8112629843690284,-0.15747606671182,Alto
0.9195216972422857,0.9371318834257922,-0.5684554085282891,-0.3421019443910171,-0.8526180654194531,0.25918240819123745,0.10490271749224861,0.289210808620803,-0.7905510608251604,Medio
-1.9949795068905387,-0.17776794056770717,0.6882189979779544,0.646942383511129,-0.3597117828871669,1.0657654618492194,-1.0053916546765358,0.1823999918947447,-0.10496981790576784,Alto
0.38907664627021055,0.48187761680451746,-0.4298735485187401,-0.027711603345798044,0.2241276800589778,-0.1313534031497337,0.5381921680479623,0.5786997801778799,-0.43631505683303523,Medio
1.598798158567774,1.0914286016277863,-0.10573352121532908,-1.2143940046393678,0.7658244453968599,0.3765808815270785,0.5091874177988591,-0.12523500230517368,-0.02322477816393323,Bajo
-1.128989386317142,0.30497590027537813,0.8120898582758621,1.3433434674457296,0.5140098952762775,-0.910463502901334,-0.5215925561957889,0.7096813057733063,-1.125500589083293,Alto
0.8544987136514318,0.9418417113804199,0.8706392715607143,-0.9261119090481682,0.764622272661164,0.35026885680380954,-0.40746099378264333,-0.40026125766352266,0.23299073569500922,Bajo
1.1685932583306575,-1.4902104463289927,0.5593053708205014,0.531008858698638,-0.1803125581484543,-0.4774477061323328,1.0312942927295916,-0.04089620583432105,-0.29675691871613014,Medio
-2.5065902122338843,-0.4319994612121366,0.8150419506243134,0.803251226905062,-1.0029539839675365,0.4205207951307714,-1.0632119013339663,1.013805876349739,-0.5211811950294518,Muy alto
-0.45973389961080263,-1.0440644091513696,0.36541101913754825,0.7253301928172393,-0.27237546524531,-1.0675556495422414,-0.4846006527053606,0.25428819034325184,0.6226610486990061,Alto
-0.8561429713650635,-0.9457811131465776,-0.16224601072880396,2.235449875660951,0.2436881108737811,0.2404669449946896,0.28205885522480567,-0.13154687837003534,0.5376106281777315,Alto
