PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,GM,IM
0.8050219397488535,0.7201181501074891,-2.3027159529558685,-0.2171167225421376,0.11889350019215739,-2.2158891263069553,-0.691542491994582,-1.1272253977137203,1.0005315070183045,Muy bajo,-1.39
-0.36150812846024627,1.1557258277670877,3.6979175026129134,-0.37155626561556104,0.47627300399419104,2.2463606153663003,0.7752686134637432,2.474039308825888,-2.455407331240173,Muy alto,2.12
-0.4490954725228645,0.18272327342342665,1.0448487798940724,-0.7474575302256192,-0.24665882333988448,1.592141251776734,0.31633469719236357,0.7374216092217086,0.20623622635056735,Alto,0.69
0.2668709460179401,-0.44384640468509784,-0.7266919012540971,0.35274818807820923,0.9634725496238614,-1.087722900445427,-0.5357659669602921,-0.04130349312712462,0.4325309869697427,Bajo,-0.49
-0.9955155944925392,1.2568858038285777,-0.9029416250453908,0.2913419290682531,-0.23921393892848175,-0.6196956558858359,-0.0333116187186574,-0.5538205504757066,0.323425702822043,Medio,-0.37
0.4707805102342077,-0.48084387369166115,1.0728074529294425,-0.18714878162218584,0.1820366387076549,0.22276045195055863,0.9996162165607352,0.32513077109905875,-1.6460949017640947,Alto,0.58
-0.39337196250711975,0.021380912762800824,-0.27965046729531245,-0.05454595913360638,0.14764388222918648,-0.411857420808357,-0.6607841807931722,-0.05642457449202895,0.6132202924390127,Medio,-0.24
0.1473099072875284,0.2601468268190795,-1.4687634429818452,-0.014795425649516206,-0.3683646672095076,-1.117515802478151,-0.13282777373893467,-0.468607962019526,0.026886082262910862,Bajo,-0.7
-0.6198825629296704,-0.34260673268194636,0.5691347428293045,-1.2702445823808943,1.3837700902665468,0.3417377233281112,-0.21287283101731133,0.21789552565425524,-0.03778091888113763,Medio,0.3
-0.003318057780783489,0.204366577158061,-1.234724481410564,-0.36524663336319263,-0.7663754889608143,-0.5920853108438859,0.18335610975062316,-0.5016967246733165,0.6922604939785364,Bajo,-0.62
-0.7174218174412786,-0.7862277785045045,-1.161666729518351,-0.3684522554143622,-0.5304924237755615,0.8403589350435332,-0.015690771280805982,0.41264009793443557,0.8771866111151486,Medio,-0.2
0.060177014631795436,0.07207408322116882,2.3516053871920484,-1.1203459108722544,0.3984947368620462,1.3522537382292343,0.9628341929897587,0.7248647212258911,-0.9780897784414434,Alto,1.14
-1.3766498431597045,-0.2882301573406304,1.0871222419422006,2.307676720250598,-0.297624420443264,1.5002194539668814,-0.41403315026050796,-0.8868018110110236,0.800796944989136,Alto,0.51
-0.15445872606237687,-1.7017075369685282,0.30214074095088045,0.2581893459123865,0.13080164786940063,0.15649474416511877,-0.4124673486972209,0.200701526851142,0.6719354014093519,Medio,0.01
