PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,GM,IM
0.6496474098812399,-0.7211769888842579,-1.5993341680160762,-0.22118061214709564,-0.2685575378779901,-1.0386558903587333,-0.36800628423297727,-0.23680340636296038,1.0130223887111625,Bajo,-0.89
0.758854499034129,0.3761930175479963,-1.7820001718804337,-0.3085283864425905,-0.09425151472533388,-1.8107859130365915,-0.3015918948115565,-0.9692470124917114,0.6389971631516563,Muy bajo,-1.1
0.5011156229395017,0.8701408053160444,-1.0208709651755532,-0.6054187137632311,0.2382915938035618,-1.4563154303307395,-0.040376439587209656,-0.7984851293027893,-0.6244334834856653,Bajo,-0.6
-1.285307843662316,0.5419398167502171,0.7044772151878664,0.42398669044103404,0.09625920882717501,0.6281270492201536,0.5583106294260797,-0.1360446072138695,-0.16642324731852362,Alto,0.46
0.6038080377779117,0.06385311762952878,-1.9957844481040772,-0.2200275408195122,-0.21951751657464363,-1.3918035301895078,-0.329079326916253,-0.9089822827045465,0.9188880407048284,Muy bajo,-1.1
0.5731691431994488,0.3695260436723269,-1.0616436401715599,-0.22215394580957926,-0.63394586288935,-0.9925297802590791,-0.44737805390832075,-0.2737089133856825,1.0400466443477885,Bajo,-0.73
-1.0882593398400096,1.0926475003168712,4.129409488101199,-0.5818247085419788,0.04355850799052452,3.4621101072572227,1.244018541012656,2.230549119723448,-1.6174394793387228,Muy alto,2.41
0.5708110677137234,-0.33568251090029133,-1.1518540254336915,0.5228231358692553,-0.7832202842968272,-1.2499448364014518,0.5555663339143434,-0.31447886425643545,-0.36431539978738614,Bajo,-0.6
1.3886097607096113,0.03206311536161566,-2.6913329387942757,-0.28090375639156795,-0.5106697129816695,-1.5450783001696582,-0.31382042966438123,-1.355204098000867,1.090103046860245,Muy bajo,-1.45
-0.06042383186735948,-0.7633897290217524,-0.29348546344704607,1.116743105404717,-0.4844599990668146,-0.5762279377448178,0.4152402242911627,0.4161426763628734,-1.5394996577476883,Medio,0.05
0.3536266326490556,-0.5466748403559089,0.3515511958204757,0.2681770749633432,0.23532429272129024,-0.18234486553199009,-0.19383060303670005,-0.02851289595791932,0.7119690302465919,Medio,-0.07
-0.9465853255564457,1.031871351736691,4.395062635718645,1.7292597056368098,1.1767872035255984,4.147916470584888,-0.5274651440024889,-0.04017062092041546,-2.910292305785765,Muy alto,2.56
-0.14312792269739066,-1.0901532138769856,0.7258646962113107,0.05944173410388924,0.8658826394172372,0.8113477936777419,0.2552689980806061,1.1141639153395646,0.07678908009906459,Alto,0.5
0.8956402811239049,-0.07774696191530589,-1.0317304978540438,-0.16087163325618237,-0.30851883304739797,-1.2858772022148472,-0.45271745471306835,-0.4790453292373585,0.9896345481732133,Bajo,-0.82
0.04021851853853464,0.10815794770063594,-1.1975259636078361,-0.35099880798959276,-0.05899638331927293,-0.3351582445072735,-0.1895082482285661,-0.7691195651671154,0.6363737854276595,Bajo,-0.57
0.381960344320204,-0.2137194449326631,1.4434910025169434,-0.16369682338236397,-0.34852260220747067,0.6582922881043992,-0.3918999212118291,0.9651897018973591,0.4488330857645707,Alto,0.5
0.49838506870390437,-0.07720559086349868,-0.4435526306400773,-0.7688265245296335,-0.19247702196109004,0.26749708618937007,-0.05244626189950953,-0.28425392175030134,0.3795891934477797,Medio,-0.2
-0.3710802755313958,-0.49060240649659115,0.47083643167879735,1.2709538901641546,-0.10562246442506316,-0.31812956134694237,0.4516016389922751,0.41119818612879366,-1.2494797524987133,Medio,0.31
